ds,icu_patients,flu_cases,oxygen_demand,ventilator_demand,staff_demand,tanks_demand
2026-09-12 20:00:00,131,51,239.0,18,89,78
2026-09-12 21:00:00,133,54,236.1,20,89,78
2026-09-12 22:00:00,133,56,237.6,19,92,76
2026-09-12 23:00:00,133,55,239.9,17,90,76
2026-09-13 00:00:00,134,55,240.3,19,94,81
2026-09-13 01:00:00,132,54,239.8,18,94,76
2026-09-13 02:00:00,133,56,242.0,18,93,76
2026-09-13 03:00:00,131,57,238.8,18,92,79
2026-09-13 04:00:00,132,58,240.0,19,90,75
2026-09-13 05:00:00,134,55,236.9,19,88,80
2026-09-13 06:00:00,132,55,235.0,19,90,79
2026-09-13 07:00:00,133,56,239.5,18,93,78
2026-09-13 08:00:00,133,53,239.3,19,90,79
2026-09-13 09:00:00,134,54,236.4,18,95,81
2026-09-13 10:00:00,133,53,240.9,17,92,80
2026-09-13 11:00:00,132,56,237.3,19,93,80
2026-09-13 12:00:00,132,54,232.2,19,95,79
2026-09-13 13:00:00,133,55,238.4,19,90,78
2026-09-13 14:00:00,134,55,233.9,18,91,78
2026-09-13 15:00:00,132,55,228.5,18,93,78
2026-09-13 16:00:00,132,58,237.3,19,89,79
2026-09-13 17:00:00,134,57,239.9,18,93,77
2026-09-13 18:00:00,134,56,236.7,18,94,79
2026-09-13 19:00:00,134,57,238.4,19,93,78
2026-09-13 20:00:00,133,54,237.0,18,93,78
2026-09-13 21:00:00,133,53,237.0,19,89,78
2026-09-13 22:00:00,133,56,233.0,20,92,79
2026-09-13 23:00:00,131,53,230.9,18,89,79
2026-09-14 00:00:00,134,54,238.4,19,92,78
2026-09-14 01:00:00,134,55,236.2,19,92,76
2026-09-14 02:00:00,133,50,233.9,19,90,81
2026-09-14 03:00:00,133,53,237.2,18,95,77
2026-09-14 04:00:00,133,57,233.9,17,89,80
2026-09-14 05:00:00,134,55,237.7,20,96,76
2026-09-14 06:00:00,131,56,229.9,19,93,76
2026-09-14 07:00:00,132,56,241.6,18,94,80
2026-09-14 08:00:00,133,53,240.9,17,92,81
2026-09-14 09:00:00,134,51,235.1,18,89,79
