ds,icu_patients,flu_cases,oxygen_demand,ventilator_demand,staff_demand,tanks_demand
2026-09-09 21:00:00,136,63,246.5,22,99,86
2026-09-09 22:00:00,137,64,244.3,22,98,88
2026-09-09 23:00:00,138,65,245.7,21,97,84
2026-09-10 00:00:00,137,65,246.4,19,96,81
2026-09-10 01:00:00,137,65,249.8,20,95,84
2026-09-10 02:00:00,138,62,247.3,22,98,83
2026-09-10 03:00:00,137,64,250.6,20,97,84
2026-09-10 04:00:00,136,62,248.5,20,99,84
2026-09-10 05:00:00,136,66,245.7,21,95,87
2026-09-10 06:00:00,137,65,240.7,20,99,83
2026-09-10 07:00:00,135,65,253.3,21,96,84
2026-09-10 08:00:00,138,62,249.7,21,97,82
2026-09-10 09:00:00,138,65,246.0,20,98,85
2026-09-10 10:00:00,135,68,252.0,21,97,86
2026-09-10 11:00:00,136,64,248.2,20,95,87
2026-09-10 12:00:00,136,65,247.6,20,97,85
2026-09-10 13:00:00,137,65,254.2,21,95,85
2026-09-10 14:00:00,136,62,249.7,21,95,82
2026-09-10 15:00:00,135,62,252.4,21,99,80
2026-09-10 16:00:00,138,62,252.3,20,98,83
2026-09-10 17:00:00,135,66,246.8,20,99,84
2026-09-10 18:00:00,138,67,246.0,22,99,84
2026-09-10 19:00:00,136,68,250.9,20,99,81
2026-09-10 20:00:00,137,65,250.6,20,97,83
2026-09-10 21:00:00,137,67,248.7,22,98,80
2026-09-10 22:00:00,136,64,249.5,22,96,81
2026-09-10 23:00:00,137,63,247.1,21,99,86
2026-09-11 00:00:00,137,63,246.3,21,95,87
2026-09-11 01:00:00,136,64,245.9,20,96,84
2026-09-11 02:00:00,137,65,252.1,20,98,84
2026-09-11 03:00:00,137,65,255.4,20,97,85
2026-09-11 04:00:00,138,66,247.1,21,96,85
2026-09-11 05:00:00,136,65,249.4,21,94,82
2026-09-11 06:00:00,137,67,248.3,19,97,84
2026-09-11 07:00:00,136,64,249.5,20,98,85
2026-09-11 08:00:00,136,64,246.2,20,99,84
2026-09-11 09:00:00,137,68,247.9,19,97,82
2026-09-11 10:00:00,137,61,245.3,21,100,82
2026-09-11 11:00:00,138,70,247.8,20,100,84
2026-09-11 12:00:00,137,66,249.0,21,98,81
2026-09-11 13:00:00,138,70,253.4,20,99,82
2026-09-11 14:00:00,138,68,246.4,21,100,85
2026-09-11 15:00:00,137,65,249.5,21,97,86
2026-09-11 16:00:00,137,62,253.9,21,97,86
2026-09-11 17:00:00,136,68,248.0,21,98,83
2026-09-11 18:00:00,138,62,241.6,20,97,83
2026-09-11 19:00:00,136,66,243.3,20,102,83
2026-09-11 20:00:00,137,63,248.8,20,99,84
2026-09-11 21:00:00,137,67,247.1,21,99,82
2026-09-11 22:00:00,135,62,246.4,21,97,84
2026-09-11 23:00:00,136,67,254.4,22,101,84
2026-09-12 00:00:00,137,66,248.8,21,97,85
2026-09-12 01:00:00,137,65,249.5,21,99,82
2026-09-12 02:00:00,136,66,249.8,21,100,82
2026-09-12 03:00:00,136,65,246.3,20,99,85
2026-09-12 04:00:00,135,63,249.5,21,97,84
2026-09-12 05:00:00,135,63,245.5,20,98,82
2026-09-12 06:00:00,136,65,248.0,19,98,80
2026-09-12 07:00:00,135,69,246.8,19,97,85
2026-09-12 08:00:00,137,66,244.3,20,101,84
2026-09-12 09:00:00,137,64,247.2,19,99,84
2026-09-12 10:00:00,137,66,247.3,20,100,85
2026-09-12 11:00:00,137,64,246.0,21,97,82
2026-09-12 12:00:00,136,63,247.9,21,97,85
2026-09-12 13:00:00,135,67,243.8,21,98,86
2026-09-12 14:00:00,137,66,239.8,21,99,85
2026-09-12 15:00:00,137,65,240.2,21,101,81
2026-09-12 16:00:00,136,68,247.6,21,98,86
2026-09-12 17:00:00,136,66,249.5,21,96,82
2026-09-12 18:00:00,136,65,248.7,21,99,83
2026-09-12 19:00:00,138,61,251.4,22,97,85
2026-09-12 20:00:00,136,68,249.3,20,98,85
2026-09-12 21:00:00,136,62,246.9,22,101,84
2026-09-12 22:00:00,137,65,246.2,20,97,88
2026-09-12 23:00:00,137,66,251.9,20,97,82
2026-09-13 00:00:00,137,64,254.8,21,97,88
2026-09-13 01:00:00,135,63,248.8,20,96,80
2026-09-13 02:00:00,135,65,250.0,19,97,84
2026-09-13 03:00:00,137,66,244.3,20,98,81
2026-09-13 04:00:00,136,64,243.2,20,94,85
2026-09-13 05:00:00,137,64,252.2,20,96,81
2026-09-13 06:00:00,135,63,243.3,19,97,85
2026-09-13 07:00:00,136,62,250.4,20,100,83
2026-09-13 08:00:00,136,65,253.7,20,102,81
2026-09-13 09:00:00,135,64,252.9,20,96,87
2026-09-13 10:00:00,135,66,247.4,20,99,85
2026-09-13 11:00:00,136,66,246.8,21,99,85
2026-09-13 12:00:00,136,66,248.6,21,98,88
2026-09-13 13:00:00,136,64,244.7,21,102,83
2026-09-13 14:00:00,136,67,247.7,21,98,86
2026-09-13 15:00:00,138,63,251.2,21,99,82
2026-09-13 16:00:00,137,67,254.8,21,100,84
2026-09-13 17:00:00,136,66,251.5,21,98,81
2026-09-13 18:00:00,137,66,251.5,20,96,88
2026-09-13 19:00:00,137,62,252.4,20,95,84
2026-09-13 20:00:00,136,67,241.4,21,99,82
2026-09-13 21:00:00,137,65,248.3,21,98,88
2026-09-13 22:00:00,138,65,243.5,20,97,85
2026-09-13 23:00:00,136,63,244.7,22,98,82
2026-09-14 00:00:00,137,64,247.5,21,100,83
2026-09-14 01:00:00,138,65,252.5,20,100,84
2026-09-14 02:00:00,137,65,247.1,20,97,89
2026-09-14 03:00:00,138,68,246.3,19,98,82
2026-09-14 04:00:00,137,65,247.6,22,100,85
2026-09-14 05:00:00,135,64,247.9,21,97,83
2026-09-14 06:00:00,135,65,243.4,21,98,86
2026-09-14 07:00:00,137,66,251.6,21,100,83
2026-09-14 08:00:00,138,65,247.5,19,100,84
2026-09-14 09:00:00,136,63,245.5,19,98,81
2026-09-14 10:00:00,138,69,250.7,21,102,84
2026-09-14 11:00:00,136,65,245.0,21,98,89
